    1   7.3656
    2  20.1057
    3   9.9412
    4   6.9123
    5  10.6775
    6  20.7732
    7  14.6603
    8   6.3188
    9   2.2182
   10   4.8553
   11   5.4874
   12   15.648
   13  11.1343
   14  15.5574
   15   6.8284
   16  18.6368
   17    9.209
   18  12.4483
   19   7.8224
   20  18.0015
   21  11.3231
   22  19.8563
   23   9.7541
   24  13.0057
   25   6.3995
   26   1.8037
   27   4.2233
   28  26.4007
   29  15.6871
   30    9.537
   31   4.8822
   32   14.839
   33  17.8577
   34   6.3808
   35  10.9473
   36   4.7599
   37   8.4076
   38   6.8102
   39  15.3682
   40   4.6683
   41  13.6942
   42  25.7104
   43  11.3464
   44   7.6029
   45   8.1909
   46  11.2725
   47  11.9945
   48   9.8618
   49  12.9029
   50  12.7765
   51  10.3119
   52   5.1723
   53  11.2558
   54   7.1806
   55   1.4597
   56   9.6615
   57   10.248
   58  19.2361
   59   9.6645
   60   5.0164
   61  12.0892
   62  14.2157
   63   7.5135
   64   2.4957
   65   4.4278
   66   6.2417
   67   7.6113
   68   5.1695
   69  10.6161
   70   8.5475
   71  15.6554
   72   8.4352
   73   3.6873
   74    8.118
   75  10.1206
   76  10.3099
   77   8.3395
   78    1.965
   79  10.2755
   80   4.1718
   81    7.352
   82  15.6452
   83    8.853
   84  15.4805
   85  13.2837
   86   10.104
   87    13.44
   88  11.8078
   89   5.7032
   90   8.9906
   91  13.8509
   92   7.6906
   93   13.184
   94  10.8665
   95  12.0766
   96   6.1589
   97   12.893
   98  19.6476
   99   10.657
  100  17.8857
